tipo_unidade;nome_oficial;rpa;distrito_sanitario;microregiao;cnes;cod_nat;tipo_servico;endereço;bairro;fone;especialidade;como_usar;horario;ordem;latitude;longitude
15.2|Testagem;CS Prof Olinto de Oliveira;4;4;4.3;;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Francisco de Paula, 47;Caxangá;;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda das 18:00 às 20:00 e terça das 08:00 ás 11:00;15.02.00.018;-8.03069297972;-34.9557636317
15.2|Testagem;UBT Prof Romero Marques;5;5;5.1;;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Carlos Gomes, 932;Prado;33554441;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 08:00 às 17:00;15.02.00.019;-8.0638141226;-34.9137048089
15.2|Testagem;CS Santa Terezinha;3;7;7.2;0028061;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Artemis, 9;Santo Amaro;33554668;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Quinta das 8:00 ás 12:00 e das 14:00 às 17:00 (Teste rápido);15.02.00.020;-8.03977968845;-34.8770321845
15.2|Testagem;CS Santo Amaro I;1;1;1.1;;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Anchieta, 520;Santo Amaro;33554704;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Quarta das 14:00 às 17:00 (Teste rápido);15.02.00.021;-8.04153138771;-34.8804027252
15.2|Testagem;CS Santo Amaro II;1;1;1.1;0022225;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Buarque de Macedo, 71;Santo Amaro;33556798;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Quarta das 14:00 às 17:00 (Teste rápido);15.02.00.022;-8.04570925192;-34.8781503591
15.2|Testagem;USF São José do Coque;1;1;1.3;0029130;Própria;Testagem e Aconselhamento em IST/AIDS;Av Central, 10; Ilha Joana Bezerra;33556226;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Quarta das 08:00 às 12:00;15.02.00.023;-8.07286352435;-34.8961720911
15.2|Testagem;CS Tia Regina;2;2;2.2;0028096;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Córrego Deodato, 315;Água Fria ;33554708;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 07:00 às 12:00 e de 13:00 às 17:00;15.02.00.024;-8.01392429646;-34.9001398211
15.2|Testagem;PACS Berardo;4;4;4.1;;Própria;Testagem e Aconselhamento em IST/AIDS;Estrada dos Remédios, 2416;Madalena;33557802;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda das 14:00 às 17:00;15.02.00.025;-8.05885432941;-34.9069427633
15.2|Testagem;PACS Iputinga;4;4;4.1;;Própria;Testagem e Aconselhamento em IST/AIDS;Av Maurício de Nassau, S/N Centro de Saúde José Dustan;Iputinga;33554388/4389;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda das 14:00 às 17:00 (Quinzenalmente) ;15.02.00.026;-8.03862650741;-34.9310109838
15.2|Testagem;PACS Torrões;4;4;4.2;;Própria;Testagem e Aconselhamento em IST/AIDS;Av do Forte, 1350;Torrões;33554425;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda, quarta e quinta das 8:00 ás 17:00, terça das 14:00 às 17:00 e sexta das 08:00 às 12:00;15.02.00.027;-8.05900636464;-34.9318112389
15.2|Testagem;PACS Zumbi;4;4;4.1;;Própria;Testagem e Aconselhamento em IST/AIDS;Estrada dos Remédios, 2416;Madalena;33557802;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda das 14:00  às 17:00;15.02.00.028;-8.05885432941;-34.9069427633
15.2|Testagem;Policlínica Albert Sabin;3;3;3.1;0000612;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Padre Roma, 191;Parnamirim;33552762/2750;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;;15.02.00.029;-8.03408234317;-34.9047193442
15.2|Testagem;Policlínica Centro;1;1;1.2;0001139;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Primeiro de Março, 90 Edf. Claudio da Rocha Pescoal;Santo Antônio;33556376;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Quarta das 08:00 às 12:00 (Teste rápido);15.02.00.030;-8.0641232896;-34.8772502112
15.2|Testagem;Policlínica Clementino Fraga;3;7;7.1;0000647;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Japaratuba, 260;Vasco da Gama;;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Terça das 08:00 às 12:00 (Gestante);15.02.00.031;-8.01955535667;-34.9197158731
15.2|Testagem;Policlínica Gouveia de Barros;1;1;1.2;0000507;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Pátio de Santa Cruz, S/N Térreo Policlínica Gouveia de Barros;Boa Vista;33551522/1513;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 13:00 às 17:00 (Teste rápido) e quarta e sexta das 13:00 às 17:00;15.02.00.032;-8.06199159451;-34.8881300235
15.2|Testagem;Policlínica Lessa de Andrade - SAE;4;4;4.1;0000590;Própria;Testagem e Aconselhamento em IST/AIDS;Estrada dos Remédios, 2416;Madalena;33557802;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;;15.02.00.033;-8.05885432941;-34.9069427633
15.2|Testagem;Policlínica Prof Waldemar de Oliveira;1;1;1.1;0000620;Própria;Testagem e Aconselhamento em IST/AIDS;Rua do Pombal, 115;Santo Amaro;33551449;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Quarta das 08:00 às 12:00 (Teste rápido);15.02.00.034;-8.05199820966;-34.8849055782
15.2|Testagem;Policlínica Salomão Kelner;2;2;2.2;6897029;Própria;Testagem e Aconselhamento em IST/AIDS;Av Estrada Velha de Água Fria, 1652;Água Fria ;33559929/9924;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 07:00 às 17:00;15.02.00.035;-8.02082454968;-34.8957617547
15.2|Testagem;Upinha 24h Alto do Pascoal;2;2;2.2;0028649;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Tamboaras, 655;Alto Santa Terezinha;33554393;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 07:00 às 17:00;15.02.00.036;-8.01147198091;-34.9044117546
15.2|Testagem;Upinha 24h Dr Hélio Mendonça;3;7;7.3;6362508;Própria;Testagem e Aconselhamento em IST/AIDS;Av da Recuperação, 6426;Córrego do Jenipapo;;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 07:00 às 12:00 e de 13:00 às 17:00;15.02.00.037;-8.00639273313;-34.9373132106
15.2|Testagem;Upinha 24h Dr Moacyr André Gomes;3;7;7.1;7415788;Própria;Testagem e Aconselhamento em IST/AIDS;Av Norte Miguel Arraes de Alencar, 5400;Morro da Conceição;;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Quarta das 18:00 às 20:00;15.02.00.038;-8.02246821605;-34.9139133838
15.2|Testagem;Upinha 24h Dra Fernanda Wanderley;2;2;2.3;7524501;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Uriel de Holanda, S/N;Linha do Tiro;33553559/3561;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 07:00 às 17:00;15.02.00.039;-8.00533953758;-34.9000555177
15.2|Testagem;Upinha 24h Governador Eduardo Campos;2;2;2.2;7946651;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Jacob, S/N;Bomba do Hemetério;994886386;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 08:00 às 17:00;15.02.00.040;-8.02415950339;-34.8996761415
15.2|Testagem;Upinha 24h Nossa Sra do Pilar;1;1;1.1;0028665;Própria;Testagem e Aconselhamento em IST/AIDS;Rua do Brum, S/N;Bairro do Recife;33556691;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 08:00 às 17:00;15.02.00.041;-8.05259662977;-34.8723900875
15.2|Testagem;Upinha Dia ACS Maria Rita;3;7;7.1;;Própria;Testagem e Aconselhamento em IST/AIDS;Córrego do Euclides, 316;Alto José Bonifácio;33553589;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Quinta das 08:00 às 12:00 (Gestante);15.02.00.042;-8.01705355115;-34.913305629
15.2|Testagem;Upinha Dia Bongi Novo Prado;5;5;5.1;7404379;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Isaac Markman, 100;Bongi;;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Terça das 08:00 às 12:00;15.02.00.043;-8.06371795455;-34.9229062789
15.2|Testagem;Upinha Dia Dom Hélder;3;7;7.2;7845367;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Grijalva Costa, 9;Brejo de Beberibe;;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Sextas das 08:00 às 12:00;15.02.00.044;-8.0035116986;-34.9204025182
15.2|Testagem;Upinha Dia Jardim São Paulo;5;5;5.3;5342074;Própria;Testagem e Aconselhamento em IST/AIDS;Praça Jardim São Paulo;Jardim São Paulo;32322536;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 07:00 às 17:00  (Gestantes, Demanda espontânea);15.02.00.045;-8.08210711516;-34.9387978215
15.2|Testagem;Upinha Dia Tarso Bezerra Chié I e Chié II;2;2;2.1;7992955;Própria;Testagem e Aconselhamento em IST/AIDS;Av Gov. Agamenon Magalhães, S/N;Campo Grande ;34267329;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 07:00 às 17:00;15.02.00.046;-8.03723146626;-34.8741622569
15.2|Testagem;USF Alto da Jaqueira;6;8;8.1;5653304;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Vinte e Dois de Agosto, 56;Ibura;33554625;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 07:00 às 12:00 e de 13:00 às 17:00;15.02.00.047;-8.13442938351;-34.9338420076
15.2|Testagem;USF Alto do Eucalipto;3;7;7.1;0026301;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Camboriu, 664; Vasco da Gama;33556082;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda das 14:00 às 17:00 (Gestante);15.02.00.048;-8.00853723713;-34.9194276124
15.2|Testagem;USF Alto José do Pinho;3;7;7.1;2679779;Própria;Testagem e Aconselhamento em IST/AIDS;Córrego do Euclides, 05;Alto José do Pinho;33556086;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Quinta das 08:00 às 12:00;15.02.00.049;-8.02211666849;-34.9075584874
15.2|Testagem;USF Apipucos;3;3;3.3;0002127;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Coronel João Batista do Rego Barros, 1056;Apipucos;33554632;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 08:00 às 17:00;15.02.00.050;-8.02076688863;-34.9341414283
15.2|Testagem;USF Barreiras;4;4;4.3;0022314;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Água Clara, 145;Várzea;33554878;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Terça das 14:00 às 17:00 e sexta das 08:00 às 12:00 (Consultas pré-natal);15.02.00.051;-8.02449793091;-34.9633448644
15.2|Testagem;USF Bernard Van Leer;6;6;6.1;3562581;Própria;Testagem e Aconselhamento em IST/AIDS;Av Francisco Valpassos, S/N;Brasília Teimosa;33556406;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Terça das 13:00 às 17:00 (Gestante agendadas, demais com solicitação da própria USF). Urgência Diariamente 24h.;15.02.00.052;-8.085748869;-34.8839850459
15.2|Testagem;USF Brasilit;4;4;4.3;0024511;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Emiliano Braga, 105 - Brasilt;Várzea;33556410;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Quinta das 14:00 às 17:00;15.02.00.053;-8.0360158335;-34.9495497418
15.2|Testagem;USF Ceasa;5;5;5.3;;Própria;Testagem e Aconselhamento em IST/AIDS;Br 101 Girador do Curado, 11606;Jardim São Paulo;33550188/0090;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda e terça das 08:00 às 12:00 (Gestante e Demanda espontânea);15.02.00.054;-8.07290263955;-34.9435628498
15.2|Testagem;USF Chico Mendes;5;5;5.2;0000965;Própria;Testagem e Aconselhamento em IST/AIDS;Primeira Travessa do Campo, S/N;Caçote;33556426;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda das 07:00 às 12:00 e de 13:00 às 17:00 (Gestantes) e sexta das 13:00 às 17:00 (Demanda espontânea);15.02.00.055;-8.10121681789;-34.9320431235
15.2|Testagem;USF Coqueiral;6;6;6.2;;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Sargento Silvino Macêdo, 129;Imbiribeira;33556102;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Sextas das 13:00 às 17:00 Quinzenal (Pré-agendada na unidade ou casos de urgência);15.02.00.056;-8.11335592777;-34.9068882494
15.2|Testagem;USF Coqueiral I e II;5;5;5.3;0022411;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Maria Tereza, 174;Coqueiral;33550216/0217;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda e quarta das 08:00 às 12:00 e sexta das 14:00 às 17:00 (Gestante e Situação de Risco);15.02.00.057;-8.08532565947;-34.9696797397
15.2|Testagem;USF Córrego da Bica;3;7;7.2;0022276;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Santa Tereza, S/N - Córrego da Bica;Passarinho;;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Quarta das 08:00 às 12:00;15.02.00.058;-7.98824425488;-34.9292891668
15.2|Testagem;USF Córrego da Fortuna;3;3;3.3;0026220;Própria;Testagem e Aconselhamento em IST/AIDS;Av Professor Claudio Selva, 1030;Dois Irmãos;33550177;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Terceira sexta de cada mês das 08:00 às 12:00;15.02.00.059;-8.01205116997;-34.9521589389
15.2|Testagem;USF Córrego do Eucalipto;3;7;7.3;6334067;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Tereza Carneiro, 26;Macaxeira;33556902;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda e terça das 13:00 às 17:00 (Gestante);15.02.00.060;-8.00853723713;-34.9194276124
15.2|Testagem;USF Cosme e Damião;4;4;4.3;3153487;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Tomaz Ferreira, 7;Várzea;33550304;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Terça e quinta das 14:00 às 17:00 (Gestante);15.02.00.061;-8.03301932553;-34.991537499
15.2|Testagem;USF Gilberto Freire;3;7;7.3;0028045;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Amaro Luiz de Carvalho, S/N;Guabiraba;33550110;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Terça e quinta das 14:00 às 17:00;15.02.00.062;-7.96601542936;-34.9249647094
15.2|Testagem;USF Guabiraba;3;7;7.3;0022292;Própria;Testagem e Aconselhamento em IST/AIDS;Av Otacilio de Azevedo, 115;Brejo da Guabiraba;33556522;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda das 13:00 às 17:00 (Gestante);15.02.00.063;-7.99381340053;-34.935305611
15.2|Testagem;USF Ilha de Joaneiro;2;2;2.1;0002135;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Mal. Deodoro, 688;Campo Grande;33556150;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Terça e quinta das 08:00 às 12:00;15.02.00.064;-8.0355987806;-34.8827653151
15.2|Testagem;USF Irmã Terezinha;2;2;2.1;0029122;Própria;Testagem e Aconselhamento em IST/AIDS;Rua da Consolação, 9;Campina do Barreto;34991191;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Segunda à sexta das 07:00 às 17:00;15.02.00.065;-8.02007840137;-34.8779514549
15.2|Testagem;USF Jardim Teresópolis;4;4;4.3;6916325;Própria;Testagem e Aconselhamento em IST/AIDS;Rua Expedicionário Antônio Romano, 180;Várzea;33550404;Testagem Sorológica para o Diagnóstico da Infecção Pelo HIV e Sífilis, Oferta de Preservativos (Feminino e Masculino).;O acesso pode ocorrer através de demanda espontânea, sem agendamento prévio ou pode ser realizado por encaminhamentos da rede de serviços de saúde (unidades básicas de saúde, hospitais e ambulatórios).;Sextas das 13:00 às 17:00;15.02.00.066;-8.03437651247;-34.9758607727
